x,y
0.0,1.9597770848237597
0.010101010101010102,2.021097082404998
0.020202020202020204,2.0088268660774062
0.030303030303030304,2.0473677065728557
0.04040404040404041,2.005162186562669
0.05050505050505051,2.0447262529668904
0.06060606060606061,2.0249311652184856
0.07070707070707072,2.011354381585497
0.08080808080808081,2.070155815507868
0.09090909090909091,2.0222211691447782
0.10101010101010102,2.0838691158544513
0.11111111111111112,2.0152497750334333
0.12121212121212122,2.000802568914419
0.13131313131313133,2.0453585575885627
0.14141414141414144,2.061588203688439
0.15151515151515152,2.080917220459325
0.16161616161616163,2.073886981378793
0.17171717171717174,2.1211432046065353
0.18181818181818182,2.154498854729464
0.19191919191919193,2.046622229519728
0.20202020202020204,2.0842683283495242
0.21212121212121213,2.1010865211601173
0.22222222222222224,2.131470716128187
0.23232323232323235,2.162130993121839
0.24242424242424243,2.136818021715439
0.25252525252525254,2.202920679530523
0.26262626262626265,2.1038044380617165
0.27272727272727276,2.1172062658194215
0.2828282828282829,2.1002670932421883
0.29292929292929293,2.2264688148676792
0.30303030303030304,2.1480510865688545
0.31313131313131315,2.1607261311728494
0.32323232323232326,2.1452699278573424
0.33333333333333337,2.164376807266302
0.3434343434343435,2.1564941686323276
0.3535353535353536,2.2729181832876773
0.36363636363636365,2.1778852316430926
0.37373737373737376,2.1577654007404363
0.38383838383838387,2.1110200801133563
0.393939393939394,2.2403327378335844
0.4040404040404041,2.1499983477591944
0.4141414141414142,2.2395917783177226
0.42424242424242425,2.3471035049341444
0.43434343434343436,2.2572729428700438
0.4444444444444445,2.1673761593337937
0.4545454545454546,2.218370004960805
0.4646464646464647,2.2111797084423723
0.4747474747474748,2.2208537099982766
0.48484848484848486,2.1868661035112082
0.494949494949495,2.2103744599409816
0.5050505050505051,2.3812632122121635
0.5151515151515152,2.311236423768089
0.5252525252525253,2.169319537306241
0.5353535353535354,2.235317921348835
0.5454545454545455,2.3268393130962597
0.5555555555555556,2.286611293555786
0.5656565656565657,2.241061871188657
0.5757575757575758,2.203128872102927
0.5858585858585859,2.3496001544881553
0.595959595959596,2.3504063341182264
0.6060606060606061,2.1966140345089675
0.6161616161616162,2.2362238383516977
0.6262626262626263,2.3220281684188375
0.6363636363636365,2.387902955496117
0.6464646464646465,2.3377983325229788
0.6565656565656566,2.3241825185841956
0.6666666666666667,2.36554546393765
0.6767676767676768,2.3547878357629837
0.686868686868687,2.3863059808696336
0.696969696969697,2.3016363844591305
0.7070707070707072,2.3625391013281747
0.7171717171717172,2.2874173292691737
0.7272727272727273,2.3452485747434615
0.7373737373737375,2.2925224691937784
0.7474747474747475,2.341998788812014
0.7575757575757577,2.428158070866059
0.7676767676767677,2.3330374027620784
0.7777777777777778,2.4911750762313387
0.787878787878788,2.4064393198773635
0.797979797979798,2.4315480254764803
0.8080808080808082,2.3407392270995238
0.8181818181818182,2.477798689094903
0.8282828282828284,2.383646157683602
0.8383838383838385,2.420729816450792
0.8484848484848485,2.4652252581050824
0.8585858585858587,2.502008615880715
0.8686868686868687,2.405159612022671
0.8787878787878789,2.4601613119831516
0.888888888888889,2.477795733327294
0.8989898989898991,2.492969714601178
0.9090909090909092,2.3944102882156475
0.9191919191919192,2.6026844183987228
0.9292929292929294,2.330566842268268
0.9393939393939394,2.4112563817542574
0.9494949494949496,2.445539263618944
0.9595959595959597,2.5207104646683813
0.9696969696969697,2.564370346410882
0.9797979797979799,2.47698457827587
0.98989898989899,2.5173009468979335
1.0,2.5969209871152614
